State,ActName,Category,Promulgated,Prom_Decade,Enacted,Enact_Decade
Georgia,Partition of Heirs Property,Death,2010,,2012,
Montana,Partition of Heirs Property,Death,2010,,2013,
Nevada,Partition of Heirs Property,Death,2010,,2011,
Colorado,Partnership,Commercial Law,1992,,1997,
District of Columbia,Partnership,Commercial Law,1992,,1997,
Maryland,Partnership,Commercial Law,1992,,1997,
Minnesota,Partnership,Commercial Law,1992,,1997,
Montana,Partnership,Commercial Law,1992,,1993,
Nebraska,Partnership,Commercial Law,1992,,1997,
Oklahoma,Partnership,Commercial Law,1992,,1997,
Oregon,Partnership,Commercial Law,1992,,1997,
Wyoming,Partnership,Commercial Law,1992,,1993,
Alabama,Partnership,Commercial Law,1994,,1996,
Alaska,Partnership,Commercial Law,1994,,2000,
Arizona,Partnership,Commercial Law,1994,,1996,
Arkansas,Partnership,Commercial Law,1994,,1999,
California,Partnership,Commercial Law,1994,,1996,
Connecticut,Partnership,Commercial Law,1994,,1995,
Delaware,Partnership,Commercial Law,1994,,1999,
Florida,Partnership,Commercial Law,1994,,1995,
Hawaii,Partnership,Commercial Law,1994,,1999,
Idaho,Partnership,Commercial Law,1994,,1998,
Illinois,Partnership,Commercial Law,1994,,2002,
Iowa,Partnership,Commercial Law,1994,,1998,
Kansas,Partnership,Commercial Law,1994,,1998,
Kentucky,Partnership,Commercial Law,1994,,2006,
Maine,Partnership,Commercial Law,1994,,2006,
Mississippi,Partnership,Commercial Law,1994,,2004,
Nevada,Partnership,Commercial Law,1994,,2005,
New Jersey,Partnership,Commercial Law,1994,,2001,
New Mexico,Partnership,Commercial Law,1994,,1996,
North Dakota,Partnership,Commercial Law,1994,,1995,
Ohio,Partnership,Commercial Law,1994,,2008,
South Dakota,Partnership,Commercial Law,1994,,2001,
Tennessee,Partnership,Commercial Law,1994,,2001,
Texas,Partnership,Commercial Law,1994,,1994,
U.S. Virgin Islands,Partnership,Commercial Law,1994,,1998,
Vermont,Partnership,Commercial Law,1994,,1998,
Virginia,Partnership,Commercial Law,1994,,1996,
Washington,Partnership,Commercial Law,1994,,1998,
West Virginia,Partnership,Commercial Law,1994,,1995,
Alabama,Partnership,Commercial Law,1996,,1998,
Montana,Partnership,Commercial Law,1996,,1997,
New Mexico,Partnership,Commercial Law,1996,,1997,
North Dakota,Partnership,Commercial Law,1996,,1997,
Puerto Rico,Partnership,Commercial Law,1996,,1997,
Utah,Partnership,Commercial Law,1997,,2011,
Alabama,Power of Attorney,,2006,,2011,
Arkansas,Power of Attorney,,2006,,2011,
Colorado,Power of Attorney,,2006,,2009,
Idaho,Power of Attorney,,2006,,2008,
Maine,Power of Attorney,,2006,,2009,
Maryland,Power of Attorney,,2006,,2010,
Montana,Power of Attorney,,2006,,2011,
Nebraska,Power of Attorney,,2006,,2012,
Nevada,Power of Attorney,,2006,,2009,
New Mexico,Power of Attorney,,2006,,2007,
Ohio,Power of Attorney,,2006,,2012,
Virginia,Power of Attorney,,2006,,2010,
West Virginia,Power of Attorney,,2006,,2012,
Wisconsin,Power of Attorney,,2006,,2010,
Colorado,Premarital and Marital Agreements,,2012,,2013,
North Dakota,Premarital and Marital Agreements,,2012,,2013,
Alabama,Principal and Income,,1997,,2000,
Alaska,Principal and Income,,1997,,2003,
Arizona,Principal and Income,,1997,,2001,
Arkansas,Principal and Income,,1997,,1999,
California,Principal and Income,,1997,,1999,
Colorado,Principal and Income,,1997,,2000,
Connecticut,Principal and Income,,1997,,1999,
Delaware,Principal and Income,,1997,,2009,
District of Columbia,Principal and Income,,1997,,2001,
Florida,Principal and Income,,1997,,2002,
Hawaii,Principal and Income,,1997,,2000,
Idaho,Principal and Income,,1997,,2001,
Indiana,Principal and Income,,1997,,2002,
Iowa,Principal and Income,,1997,,1999,
Kansas,Principal and Income,,1997,,2000,
Kentucky,Principal and Income,,1997,,2004,
Maine,Principal and Income,,1997,,2002,
Massachusetts,Principal and Income,,1997,,2006,
Michigan,Principal and Income,,1997,,2004,
Minnesota,Principal and Income,,1997,,2001,
Mississippi,Principal and Income,,1997,,2012,
Missouri,Principal and Income,,1997,,2001,
Montana,Principal and Income,,1997,,2003,
Nebraska,Principal and Income,,1997,,2001,
Nevada,Principal and Income,,1997,,2003,
New Hampshire,Principal and Income,,1997,,2006,
New Jersey,Principal and Income,,1997,,2001,
New Mexico,Principal and Income,,1997,,2001,
New York,Principal and Income,,1997,,2001,
North Carolina,Principal and Income,,1997,,2003,
North Dakota,Principal and Income,,1997,,1999,
Ohio,Principal and Income,,1997,,2003,
Oklahoma,Principal and Income,,1997,,1998,
Oregon,Principal and Income,,1997,,2003,
Pennsylvania,Principal and Income,,1997,,2002,
South Carolina,Principal and Income,,1997,,2001,
South Dakota,Principal and Income,,1997,,2007,
Tennessee,Principal and Income,,1997,,2000,
Texas,Principal and Income,,1997,,2003,
Utah,Principal and Income,,1997,,2004,
Vermont,Principal and Income,,1997,,2012,
Virginia,Principal and Income,,1997,,1999,
Washington,Principal and Income,,1997,,2002,
West Virginia,Principal and Income,,1997,,2000,
Wisconsin,Principal and Income,,1997,,2005,
Wyoming,Principal and Income,,1997,,2001,
Alabama,Principal and Income,,2008,,2012,
Arizona,Principal and Income,,2008,,2009,
Arkansas,Principal and Income,,2008,,2011,
California,Principal and Income,,2008,,2009,
Colorado,Principal and Income,,2008,,2009,
Colorado,Principal and Income,,2008,,2009,
Connecticut,Principal and Income,,2008,,2010,
District of Columbia,Principal and Income,,2008,,2010,
Idaho,Principal and Income,,2008,,2009,
Indiana,Principal and Income,,2008,,2009,
Iowa,Principal and Income,,2008,,2009,
Kansas,Principal and Income,,2008,,2010,
Kentucky,Principal and Income,,2008,,2010,
Maine,Principal and Income,,2008,,2011,
Maryland,Principal and Income,,2008,,2012,
Missouri,Principal and Income,,2008,,2011,
Montana,Principal and Income,,2008,,2011,
Nebraska,Principal and Income,,2008,,2009,
Nevada,Principal and Income,,2008,,2009,
New Mexico,Principal and Income,,2008,,2011,
North Carolina,Principal and Income,,2008,,2010,
North Dakota,Principal and Income,,2008,,2009,
Oklahoma,Principal and Income,,2008,,2009,
Oregon,Principal and Income,,2008,,2011,
South Carolina,Principal and Income,,2008,,2012,
South Dakota,Principal and Income,,2008,,2009,
Tennessee,Principal and Income,,2008,,2010,
Texas,Principal and Income,,2008,,2009,
Utah,Principal and Income,,2008,,2009,
Virginia,Principal and Income,,2008,,2009,
Washington,Principal and Income,,2008,,2009,
West Virginia,Principal and Income,,2008,,2009,
Alaska,Probate Code,Death,1969,,1972,
Arizona,Probate Code,Death,1969,,1973,
Colorado,Probate Code,Death,1969,,1973,
Hawaii,Probate Code,Death,1969,,1976,
Idaho,Probate Code,Death,1969,,1971,
Maine,Probate Code,Death,1969,,1978,
Michigan,Probate Code,Death,1969,,1978,
Minnesota,Probate Code,Death,1969,,1974,
Montana,Probate Code,Death,1969,,1974,
Nebraska,Probate Code,Death,1969,,1974,
New Jersey,Probate Code,Death,1969,,1978,
New Mexico,Probate Code,Death,1969,,1975,
North Dakota,Probate Code,Death,1969,,1973,
South Carolina,Probate Code,Death,1969,,1986,
South Dakota,Probate Code,Death,1969,,1974,
Utah,Probate Code,Death,1969,,1975,
Vermont,Probate Code,Death,1969,,1976,
Colorado,Probate Code,Death,1975,,1975,
Massachusetts,Probate Code,Death,1991,,2009,
New Mexico,Probate Code,Death,2008,,2011,
Alabama,Prudent Investor,,1994,,2006,
Alaska,Prudent Investor,,1994,,1998,
Arizona,Prudent Investor,,1994,,1996,
Arkansas,Prudent Investor,,1994,,1997,
California,Prudent Investor,,1994,,1995,
Colorado,Prudent Investor,,1994,,1995,
Connecticut,Prudent Investor,,1994,,1997,
District of Columbia,Prudent Investor,,1994,,1998,
Hawaii,Prudent Investor,,1994,,1997,
Idaho,Prudent Investor,,1994,,1997,
Illinois,Prudent Investor,,1994,,1991,
Indiana,Prudent Investor,,1994,,1999,
Iowa,Prudent Investor,,1994,,1999,
Kansas,Prudent Investor,,1994,,2000,
Maine,Prudent Investor,,1994,,1996,
Maryland,Prudent Investor,,1994,,1998,
Massachusetts,Prudent Investor,,1994,,1999,
Michigan,Prudent Investor,,1994,,1999,
Minnesota,Prudent Investor,,1994,,1996,
Mississippi,Prudent Investor,,1994,,2006,
Missouri,Prudent Investor,,1994,,1996,
Montana,Prudent Investor,,1994,,2003,
Nebraska,Prudent Investor,,1994,,1997,
Nevada,Prudent Investor,,1994,,2003,
New Hampshire,Prudent Investor,,1994,,1998,
New Jersey,Prudent Investor,,1994,,1997,
New Mexico,Prudent Investor,,1994,,1995,
North Carolina,Prudent Investor,,1994,,1999,
North Dakota,Prudent Investor,,1994,,1997,
Ohio,Prudent Investor,,1994,,1999,
Oklahoma,Prudent Investor,,1994,,1995,
Oregon,Prudent Investor,,1994,,1995,
Rhode Island,Prudent Investor,,1994,,1996,
South Carolina,Prudent Investor,,1994,,2001,
Tennessee,Prudent Investor,,1994,,2002,
Texas,Prudent Investor,,1994,,2003,
U.S. Virgin Islands,Prudent Investor,,1994,,2004,
Utah,Prudent Investor,,1994,,1995,
Vermont,Prudent Investor,,1994,,1998,
Virginia,Prudent Investor,,1994,,1999,
Washington,Prudent Investor,,1994,,1995,
West Virginia,Prudent Investor,,1994,,1996,
Wisconsin,Prudent Investor,,1994,,2004,
Wyoming,Prudent Investor,,1994,,1999,
Alabama,Prudent Management of Institutional Funds,,2006,,2008,
Alaska,Prudent Management of Institutional Funds,,2006,,2006,
Arizona,Prudent Management of Institutional Funds,,2006,,2008,
Arkansas,Prudent Management of Institutional Funds,,2006,,2009,
California,Prudent Management of Institutional Funds,,2006,,2009,
Colorado,Prudent Management of Institutional Funds,,2006,,2008,
Connecticut,Prudent Management of Institutional Funds,,2006,,2007,
Delaware,Prudent Management of Institutional Funds,,2006,,2007,
District of Columbia,Prudent Management of Institutional Funds,,2006,,2008,
Florida,Prudent Management of Institutional Funds,,2006,,2011,
Georgia,Prudent Management of Institutional Funds,,2006,,2008,
Hawaii,Prudent Management of Institutional Funds,,2006,,2009,
Idaho,Prudent Management of Institutional Funds,,2006,,2007,
Illinois,Prudent Management of Institutional Funds,,2006,,2009,
Indiana,Prudent Management of Institutional Funds,,2006,,2007,
Iowa,Prudent Management of Institutional Funds,,2006,,2008,
Kansas,Prudent Management of Institutional Funds,,2006,,2008,
Kentucky,Prudent Management of Institutional Funds,,2006,,2010,
Louisiana,Prudent Management of Institutional Funds,,2006,,2010,
Maine,Prudent Management of Institutional Funds,,2006,,2009,
Maryland,Prudent Management of Institutional Funds,,2006,,2009,
Massachusetts,Prudent Management of Institutional Funds,,2006,,2009,
Michigan,Prudent Management of Institutional Funds,,2006,,2009,
Minnesota,Prudent Management of Institutional Funds,,2006,,2008,
Mississippi,Prudent Management of Institutional Funds,,2006,,2012,
Missouri,Prudent Management of Institutional Funds,,2006,,2009,
Montana,Prudent Management of Institutional Funds,,2006,,2007,
Nebraska,Prudent Management of Institutional Funds,,2006,,2007,
Nevada,Prudent Management of Institutional Funds,,2006,,2007,
New Hampshire,Prudent Management of Institutional Funds,,2006,,2008,
New Jersey,Prudent Management of Institutional Funds,,2006,,2009,
New Mexico,Prudent Management of Institutional Funds,,2006,,2009,
New York,Prudent Management of Institutional Funds,,2006,,2010,
North Carolina,Prudent Management of Institutional Funds,,2006,,2009,
North Dakota,Prudent Management of Institutional Funds,,2006,,2009,
Ohio,Prudent Management of Institutional Funds,,2006,,2009,
Oklahoma,Prudent Management of Institutional Funds,,2006,,2007,
Oregon,Prudent Management of Institutional Funds,,2006,,2007,
Rhode Island,Prudent Management of Institutional Funds,,2006,,2009,
South Carolina,Prudent Management of Institutional Funds,,2006,,2008,
South Dakota,Prudent Management of Institutional Funds,,2006,,2007,
Tennessee,Prudent Management of Institutional Funds,,2006,,2007,
Texas,Prudent Management of Institutional Funds,,2006,,2007,
U.S. Virgin Islands,Prudent Management of Institutional Funds,,2006,,2010,
Utah,Prudent Management of Institutional Funds,,2006,,2007,
Vermont,Prudent Management of Institutional Funds,,2006,,2009,
Virginia,Prudent Management of Institutional Funds,,2006,,2008,
Washington,Prudent Management of Institutional Funds,,2006,,2009,
West Virginia,Prudent Management of Institutional Funds,,2006,,2008,
Wisconsin,Prudent Management of Institutional Funds,,2006,,2009,
Wyoming,Prudent Management of Institutional Funds,,2006,,2009,
Alabama,Real Property Electronic Recording,Real Estate,2004,,2009,
Arizona,Real Property Electronic Recording,Real Estate,2004,,2005,
Arkansas,Real Property Electronic Recording,Real Estate,2004,,2007,
Connecticut,Real Property Electronic Recording,Real Estate,2004,,2008,
Delaware,Real Property Electronic Recording,Real Estate,2004,,2005,
District of Columbia,Real Property Electronic Recording,Real Estate,2004,,2006,
Florida,Real Property Electronic Recording,Real Estate,2004,,2007,
Georgia,Real Property Electronic Recording,Real Estate,2004,,2009,
Hawaii,Real Property Electronic Recording,Real Estate,2004,,2009,
Idaho,Real Property Electronic Recording,Real Estate,2004,,2007,
Illinois,Real Property Electronic Recording,Real Estate,2004,,2007,
Kansas,Real Property Electronic Recording,Real Estate,2004,,2006,
Maryland,Real Property Electronic Recording,Real Estate,2004,,2005,
Michigan,Real Property Electronic Recording,Real Estate,2004,,2010,
Minnesota,Real Property Electronic Recording,Real Estate,2004,,2008,
Mississippi,Real Property Electronic Recording,Real Estate,2004,,2011,
Nevada,Real Property Electronic Recording,Real Estate,2004,,2007,
New Mexico,Real Property Electronic Recording,Real Estate,2004,,2007,
North Carolina,Real Property Electronic Recording,Real Estate,2004,,2005,
Oklahoma,Real Property Electronic Recording,Real Estate,2004,,2008,
Pennsylvania,Real Property Electronic Recording,Real Estate,2004,,2012,
South Carolina,Real Property Electronic Recording,Real Estate,2004,,2008,
Tennessee,Real Property Electronic Recording,Real Estate,2004,,2007,
Texas,Real Property Electronic Recording,Real Estate,2004,,2005,
U.S. Virgin Islands,Real Property Electronic Recording,Real Estate,2004,,2010,
Virginia,Real Property Electronic Recording,Real Estate,2004,,2005,
Washington,Real Property Electronic Recording,Real Estate,2004,,2008,
Wisconsin,Real Property Electronic Recording,Real Estate,2004,,2006,
New York,Real Property Electronic Recording,Real Estate,2005,,2011,
District of Columbia,Real Property Transfer on Death,Real Estate,2009,,2013,
Hawaii,Real Property Transfer on Death,Real Estate,2009,,2011,
Illinois,Real Property Transfer on Death,Real Estate,2009,,2011,
Nebraska,Real Property Transfer on Death,Real Estate,2009,,2010,
Nevada,Real Property Transfer on Death,Real Estate,2009,,2011,
New Mexico,Real Property Transfer on Death,Real Estate,2009,,2013,
North Dakota,Real Property Transfer on Death,Real Estate,2009,,2011,
Oregon,Real Property Transfer on Death,Real Estate,2009,,2011,
Virginia,Real Property Transfer on Death,Real Estate,2009,,2013,
Alabama,Residential Landlord and Tenant,Real Estate,1972,,2006,
Alaska,Residential Landlord and Tenant,Real Estate,1972,,1974,
Arizona,Residential Landlord and Tenant,Real Estate,1972,,1973,
Connecticut,Residential Landlord and Tenant,Real Estate,1972,,1975,
Florida,Residential Landlord and Tenant,Real Estate,1972,,1973,
Hawaii,Residential Landlord and Tenant,Real Estate,1972,,1972,
Iowa,Residential Landlord and Tenant,Real Estate,1972,,1978,
Kansas,Residential Landlord and Tenant,Real Estate,1972,,1975,
Kentucky,Residential Landlord and Tenant,Real Estate,1972,,1974,
Mississippi,Residential Landlord and Tenant,Real Estate,1972,,1991,
Montana,Residential Landlord and Tenant,Real Estate,1972,,1977,
Nebraska,Residential Landlord and Tenant,Real Estate,1972,,1974,
New Mexico,Residential Landlord and Tenant,Real Estate,1972,,1975,
Oklahoma,Residential Landlord and Tenant,Real Estate,1972,,1980,
Oregon,Residential Landlord and Tenant,Real Estate,1972,,1973,
Rhode Island,Residential Landlord and Tenant,Real Estate,1972,,1986,
South Carolina,Residential Landlord and Tenant,Real Estate,1972,,1986,
Tennessee,Residential Landlord and Tenant,Real Estate,1972,,1975,
Virginia,Residential Landlord and Tenant,Real Estate,1972,,1974,
Alabama,Securities,Commercial Law,1956,,1959,
Alaska,Securities,Commercial Law,1956,,1959,
Arkansas,Securities,Commercial Law,1956,,1959,
Colorado,Securities,Commercial Law,1956,,1961,
Connecticut,Securities,Commercial Law,1956,,1977,
District of Columbia,Securities,Commercial Law,1956,,1967,
Hawaii,Securities,Commercial Law,1956,,1972,
Idaho,Securities,Commercial Law,1956,,1967,
Indiana,Securities,Commercial Law,1956,,1957,
Iowa,Securities,Commercial Law,1956,,1975,
Kansas,Securities,Commercial Law,1956,,1958,
Kentucky,Securities,Commercial Law,1956,,1958,
Maine,Securities,Commercial Law,1956,,1985,
Maryland,Securities,Commercial Law,1956,,1961,
Massachusetts,Securities,Commercial Law,1956,,1972,
Michigan,Securities,Commercial Law,1956,,1964,
Minnesota,Securities,Commercial Law,1956,,1974,
Mississippi,Securities,Commercial Law,1956,,1981,
Missouri,Securities,Commercial Law,1956,,1967,
Montana,Securities,Commercial Law,1956,,1961,
Nebraska,Securities,Commercial Law,1956,,1967,
Nevada,Securities,Commercial Law,1956,,1963,
New Jersey,Securities,Commercial Law,1956,,1959,
New Mexico,Securities,Commercial Law,1956,,1967,
North Carolina,Securities,Commercial Law,1956,,1974,
Oklahoma,Securities,Commercial Law,1956,,1959,
Oregon,Securities,Commercial Law,1956,,1967,
Pennsylvania,Securities,Commercial Law,1956,,1972,
Puerto Rico,Securities,Commercial Law,1956,,1963,
Rhode Island,Securities,Commercial Law,1956,,1987,
South Carolina,Securities,Commercial Law,1956,,1961,
South Dakota,Securities,Commercial Law,1956,,1988,
Utah,Securities,Commercial Law,1956,,1963,
Virginia,Securities,Commercial Law,1956,,1958,
Washington,Securities,Commercial Law,1956,,1959,
West Virginia,Securities,Commercial Law,1956,,1974,
Wisconsin,Securities,Commercial Law,1956,,1969,
Wyoming,Securities,Commercial Law,1956,,1965,
Nevada,Securities,Commercial Law,1985,,1987,
Vermont,Securities,Commercial Law,1985,,1990,
Georgia,Securities,Commercial Law,2002,,2008,
Hawaii,Securities,Commercial Law,2002,,2006,
Idaho,Securities,Commercial Law,2002,,2004,
Indiana,Securities,Commercial Law,2002,,2007,
Iowa,Securities,Commercial Law,2002,,2004,
Kansas,Securities,Commercial Law,2002,,2004,
Maine,Securities,Commercial Law,2002,,2005,
Michigan,Securities,Commercial Law,2002,,2009,
Minnesota,Securities,Commercial Law,2002,,2006,
Mississippi,Securities,Commercial Law,2002,,2009,
Missouri,Securities,Commercial Law,2002,,2003,
New Mexico,Securities,Commercial Law,2002,,2009,
Oklahoma,Securities,Commercial Law,2002,,2003,
South Carolina,Securities,Commercial Law,2002,,2005,
South Dakota,Securities,Commercial Law,2002,,2004,
U.S. Virgin Islands,Securities,Commercial Law,2002,,2004,
Vermont,Securities,Commercial Law,2002,,2005,
Wisconsin,Securities,Commercial Law,2002,,2008,
Alabama,Simultaneous Death,Death,1940,,1949,
Alaska,Simultaneous Death,Death,1940,,1949,
Arkansas,Simultaneous Death,Death,1940,,1941,
California,Simultaneous Death,Death,1940,,1945,
Colorado,Simultaneous Death,Death,1940,,1943,
Connecticut,Simultaneous Death,Death,1940,,1943,
Delaware,Simultaneous Death,Death,1940,,1945,
District of Columbia,Simultaneous Death,Death,1940,,1958,
Florida,Simultaneous Death,Death,1940,,1941,
Georgia,Simultaneous Death,Death,1940,,1966,
Hawaii,Simultaneous Death,Death,1940,,1941,
Idaho,Simultaneous Death,Death,1940,,1943,
Illinois,Simultaneous Death,Death,1940,,1941,
Indiana,Simultaneous Death,Death,1940,,1941,
Iowa,Simultaneous Death,Death,1940,,1943,
Kansas,Simultaneous Death,Death,1940,,1947,
Kentucky,Simultaneous Death,Death,1940,,1942,
Maine,Simultaneous Death,Death,1940,,1941,
Maryland,Simultaneous Death,Death,1940,,1941,
Massachusetts,Simultaneous Death,Death,1940,,1941,
Michigan,Simultaneous Death,Death,1940,,1941,
Minnesota,Simultaneous Death,Death,1940,,1943,
Mississippi,Simultaneous Death,Death,1940,,1966,
Missouri,Simultaneous Death,Death,1940,,1947,
Montana,Simultaneous Death,Death,1940,,1951,
Nebraska,Simultaneous Death,Death,1940,,1947,
Nevada,Simultaneous Death,Death,1940,,1949,
New Hampshire,Simultaneous Death,Death,1940,,1941,
New Jersey,Simultaneous Death,Death,1940,,1974,
New Mexico,Simultaneous Death,Death,1940,,1959,
New York,Simultaneous Death,Death,1940,,1943,
North Carolina,Simultaneous Death,Death,1940,,1947,
North Dakota,Simultaneous Death,Death,1940,,1943,
Oklahoma,Simultaneous Death,Death,1940,,1943,
Oregon,Simultaneous Death,Death,1940,,1947,
Pennsylvania,Simultaneous Death,Death,1940,,1941,
Rhode Island,Simultaneous Death,Death,1940,,1947,
South Carolina,Simultaneous Death,Death,1940,,1948,
South Dakota,Simultaneous Death,Death,1940,,1941,
Tennessee,Simultaneous Death,Death,1940,,1941,
Texas,Simultaneous Death,Death,1940,,1951,
U.S. Virgin Islands,Simultaneous Death,Death,1940,,1957,
Utah,Simultaneous Death,Death,1940,,1953,
Vermont,Simultaneous Death,Death,1940,,1941,
Virginia,Simultaneous Death,Death,1940,,1942,
Washington,Simultaneous Death,Death,1940,,1943,
West Virginia,Simultaneous Death,Death,1940,,1953,
Wisconsin,Simultaneous Death,Death,1940,,1941,
Wyoming,Simultaneous Death,Death,1940,,1941,
Arkansas,Simultaneous Death,Death,1953,,1959,
Colorado,Simultaneous Death,Death,1953,,1967,
Kentucky,Simultaneous Death,Death,1953,,1966,
Massachusetts,Simultaneous Death,Death,1953,,1961,
Missouri,Simultaneous Death,Death,1953,,1959,
North Dakota,Simultaneous Death,Death,1953,,1955,
Oklahoma,Simultaneous Death,Death,1953,,1959,
Oregon,Simultaneous Death,Death,1953,,1970,
Texas,Simultaneous Death,Death,1953,,1955,
Wisconsin,Simultaneous Death,Death,1953,,1955,
Alaska,Simultaneous Death,Death,1991,,1997,
Arizona,Simultaneous Death,Death,1991,,1994,
Arkansas,Simultaneous Death,Death,1991,,2005,
Colorado,Simultaneous Death,Death,1991,,1994,
District of Columbia,Simultaneous Death,Death,1991,,2001,
Hawaii,Simultaneous Death,Death,1991,,1993,
Kansas,Simultaneous Death,Death,1991,,1992,
Massachusetts,Simultaneous Death,Death,1991,,2009,
Montana,Simultaneous Death,Death,1991,,1993,
New Hampshire,Simultaneous Death,Death,1991,,1998,
New Mexico,Simultaneous Death,Death,1991,,1993,
New York,Simultaneous Death,Death,1991,,2009,
North Carolina,Simultaneous Death,Death,1991,,2007,
North Dakota,Simultaneous Death,Death,1991,,1993,
Ohio,Simultaneous Death,Death,1991,,2002,
Oregon,Simultaneous Death,Death,1991,,1999,
South Dakota,Simultaneous Death,Death,1991,,1995,
Utah,Simultaneous Death,Death,1991,,1997,
Virginia,Simultaneous Death,Death,1991,,1994,
Washington,Simultaneous Death,Death,1991,,2007,
Wisconsin,Simultaneous Death,Death,1991,,1997,
Alabama,Statutory Rule Against Perpetuities,,1986,,2011,
Alaska,Statutory Rule Against Perpetuities,,1986,,1994,
Arizona,Statutory Rule Against Perpetuities,,1986,,1994,
Arkansas,Statutory Rule Against Perpetuities,,1986,,2007,
Colorado,Statutory Rule Against Perpetuities,,1986,,1991,
Connecticut,Statutory Rule Against Perpetuities,,1986,,1989,
District of Columbia,Statutory Rule Against Perpetuities,,1986,,2001,
Florida,Statutory Rule Against Perpetuities,,1986,,1988,
Georgia,Statutory Rule Against Perpetuities,,1986,,1990,
Hawaii,Statutory Rule Against Perpetuities,,1986,,1992,
Indiana,Statutory Rule Against Perpetuities,,1986,,1991,
Kansas,Statutory Rule Against Perpetuities,,1986,,1992,
Massachusetts,Statutory Rule Against Perpetuities,,1986,,1990,
Minnesota,Statutory Rule Against Perpetuities,,1986,,1987,
Montana,Statutory Rule Against Perpetuities,,1986,,1989,
Nebraska,Statutory Rule Against Perpetuities,,1986,,1989,
Nevada,Statutory Rule Against Perpetuities,,1986,,1987,
New Jersey,Statutory Rule Against Perpetuities,,1986,,1991,
New Mexico,Statutory Rule Against Perpetuities,,1986,,1992,
North Carolina,Statutory Rule Against Perpetuities,,1986,,1995,
North Dakota,Statutory Rule Against Perpetuities,,1986,,1991,
Oregon,Statutory Rule Against Perpetuities,,1986,,1989,
South Carolina,Statutory Rule Against Perpetuities,,1986,,1987,
South Dakota,Statutory Rule Against Perpetuities,,1986,,1995,
Tennessee,Statutory Rule Against Perpetuities,,1986,,1994,
Utah,Statutory Rule Against Perpetuities,,1986,,1998,
Virginia,Statutory Rule Against Perpetuities,,1986,,2000,
Washington,Statutory Rule Against Perpetuities,,1986,,2001,
West Virginia,Statutory Rule Against Perpetuities,,1986,,1992,
California,Statutory Rule Against Perpetuities,,1988,,1991,
Connecticut,Statutory Rule Against Perpetuities,,1990,,1991,
Montana,Statutory Rule Against Perpetuities,,1990,,1991,
District of Columbia,Statutory Trust Entity,,2009,,2011,
Kentucky,Statutory Trust Entity,,2009,,2012,
Alabama,Testamentary Additions to Trusts,,1960,,1975,
Alaska,Testamentary Additions to Trusts,,1960,,1972,
Arizona,Testamentary Additions to Trusts,,1960,,1961,
Arkansas,Testamentary Additions to Trusts,,1960,,1963,
California,Testamentary Additions to Trusts,,1960,,1965,
Colorado,Testamentary Additions to Trusts,,1960,,1967,
Connecticut,Testamentary Additions to Trusts,,1960,,1961,
Delaware,Testamentary Additions to Trusts,,1960,,1988,
District of Columbia,Testamentary Additions to Trusts,,1960,,1966,
Florida,Testamentary Additions to Trusts,,1960,,1960,
Georgia,Testamentary Additions to Trusts,,1960,,1968,
Hawaii,Testamentary Additions to Trusts,,1960,,1967,
Idaho,Testamentary Additions to Trusts,,1960,,1963,
Indiana,Testamentary Additions to Trusts,,1960,,1953,
Iowa,Testamentary Additions to Trusts,,1960,,1963,
Kansas,Testamentary Additions to Trusts,,1960,,1968,
Kentucky,Testamentary Additions to Trusts,,1960,,1966,
Maine,Testamentary Additions to Trusts,,1960,,1963,
Maryland,Testamentary Additions to Trusts,,1960,,1959,
Massachusetts,Testamentary Additions to Trusts,,1960,,1963,
Michigan,Testamentary Additions to Trusts,,1960,,1962,
Minnesota,Testamentary Additions to Trusts,,1960,,1963,
Mississippi,Testamentary Additions to Trusts,,1960,,1958,
Montana,Testamentary Additions to Trusts,,1960,,1959,
Nevada,Testamentary Additions to Trusts,,1960,,1967,
New Hampshire,Testamentary Additions to Trusts,,1960,,1961,
New Jersey,Testamentary Additions to Trusts,,1960,,1962,
New Mexico,Testamentary Additions to Trusts,,1960,,1965,
New York,Testamentary Additions to Trusts,,1960,,1967,
North Carolina,Testamentary Additions to Trusts,,1960,,1961,
North Dakota,Testamentary Additions to Trusts,,1960,,1961,
Ohio,Testamentary Additions to Trusts,,1960,,1961,
Oklahoma,Testamentary Additions to Trusts,,1960,,1961,
Oregon,Testamentary Additions to Trusts,,1960,,1970,
Pennsylvania,Testamentary Additions to Trusts,,1960,,1957,
South Carolina,Testamentary Additions to Trusts,,1960,,1961,
South Dakota,Testamentary Additions to Trusts,,1960,,1963,
Tennessee,Testamentary Additions to Trusts,,1960,,1961,
Texas,Testamentary Additions to Trusts,,1960,,1961,
Utah,Testamentary Additions to Trusts,,1960,,1961,
Vermont,Testamentary Additions to Trusts,,1960,,1961,
Washington,Testamentary Additions to Trusts,,1960,,1967,
West Virginia,Testamentary Additions to Trusts,,1960,,1961,
Wyoming,Testamentary Additions to Trusts,,1960,,1957,
Alaska,Testamentary Additions to Trusts,,1991,,1996,
Arizona,Testamentary Additions to Trusts,,1991,,1994,
Arkansas,Testamentary Additions to Trusts,,1991,,1995,
Colorado,Testamentary Additions to Trusts,,1991,,1995,
Connecticut,Testamentary Additions to Trusts,,1991,,1994,
Delaware,Testamentary Additions to Trusts,,1991,,1997,
Georgia,Testamentary Additions to Trusts,,1991,,2010,
